Source File,ENTITY1,RELATIONSHIP_NAME,ENTITY2,FOREIGN_KEY,REFERENCED_KEY,CARDINALITY_RULE,RELATIONSHIP_LINK,CARDINALITY_RULE_DESCRIPTION,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,OccupationType,validates,CompositeDemographicSegment,CompositeDemographicSegment.OccupationTypeCode,OccupationType.OccupationTypeCode,one-to-zero-or-many,OccupationType->validates->CompositeDemographicSegment,OccupationType->one-to-zero-or-many->CompositeDemographicSegment,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,OccupationType,validates,Person,Person.OccupationTypeCode,OccupationType.OccupationTypeCode,one-to-zero-or-many,OccupationType->validates->Person,OccupationType->one-to-zero-or-many->Person,,,,,,
Logical_07040 - Customer Segment Dependent Behavior.csv,OfferDiscountEligibilityRule,is subject to,PromotionalOffer,OfferDiscountEligibilityRule.PromotionalOfferID,PromotionalOffer.PromotionalOfferID,many-to-one,OfferDiscountEligibilityRule->is subject to->PromotionalOffer,OfferDiscountEligibilityRule->many-to-one->PromotionalOffer,,,,,,
Logical_06320_Party Address and Contact View.csv,OperatingCompany,is a,OperationalParty,OperatingCompany.OperationalPartyID,OperationalParty.OperationalPartyID,one-to-one,OperatingCompany->is a->OperationalParty,OperatingCompany->one-to-one->OperationalParty,,,,,,
Logical_10110_Enterprise Location Retailer Organization View.csv,OperationalParty,owns or rents,BusinessUnit,BusinessUnit.OperationalPartyID,OperationalParty.OperationalPartyID,one-to-many,OperationalParty->owns or rents->BusinessUnit,OperationalParty->one-to-many->BusinessUnit,,,,,,
Logical_06310_Party Role View.csv,OperationalParty,is a,PartyRoleAssignment,OperationalParty.PartyRoleAssignmentID,PartyRoleAssignment.PartyRoleAssignmentID,one-to-zero-or-one,PartyRoleAssignment->is a->OperationalParty,PartyRoleAssignment->one-to-zero-or-one->OperationalParty,,,,,,
Logical_06320_Party Address and Contact View.csv,OperationalParty,is a,PartyRoleAssignment,OperationalParty.PartyRoleAssignmentID,PartyRoleAssignment.PartyRoleAssignmentID,one-to-one,OperationalParty->is a->PartyRoleAssignment,OperationalParty->one-to-one->PartyRoleAssignment,,,,,,
Logical_06310_Party Role View.csv,OperationalParty,owns or rents,Site,Site.OperationalPartyID,OperationalParty.OperationalPartyID,one-to-many,OperationalParty->owns or rents->Site,OperationalParty->one-to-many->Site,,,,,,
Logical_10110_Enterprise Location Retailer Organization View.csv,OperationalParty,owns or rents,Site,Site.OperationalPartyID,OperationalParty.OperationalPartyID,one-to-many,OperationalParty->owns or rents->Site,OperationalParty->one-to-many->Site,,,,,,
Logical_11130_Worker Access Control View.csv,Operator,is authenticated by,AccessPassword,AccessPassword.OperatorID,Operator.OperatorID,one-to-many,Operator->is authenticated by->AccessPassword,Operator->one-to-many->AccessPassword,,,,,,
Logical_11130_Worker Access Control View.csv,Operator,is assigned to,OperatorBusinessUnitAssignment,OperatorBusinessUnitAssignment.OperatorID,Operator.OperatorID,one-to-many,Operator->is assigned to->OperatorBusinessUnitAssignment,Operator->one-to-many->OperatorBusinessUnitAssignment,,,,,,
Logical_03100_Reporting Store Operations Macro View.csv,Operator,delineates,OperatorHistory,OperatorHistory.OperatorID,Operator.OperatorID,one-to-many,Operator->delineates->OperatorHistory,Operator->one-to-many->OperatorHistory,,,,,,
Logical_03150_Reporting Store Operations Operator View.csv,Operator,delineates,OperatorHistory,OperatorHistory.OperatorID (FK),Operator.OperatorID (PK),one-to-many,Operator->delineates->OperatorHistory,Operator->one-to-many->OperatorHistory,,,,,,
Logical_11160_Worker Reporting View.csv,Operator,is tracked by,OperatorHistory,OperatorHistory.OperatorID,Operator.OperatorID,one-to-many,Operator->is tracked by->OperatorHistory,Operator->one-to-many->OperatorHistory,,,,,,
Logical_11130_Worker Access Control View.csv,Operator,is accessed by,OperatorResourceAccess,OperatorResourceAccess.OperatorID,Operator.OperatorID,one-to-many,Operator->is accessed by->OperatorResourceAccess,Operator->one-to-many->OperatorResourceAccess,,,,,,
Logical_03100_Reporting Store Operations Macro View.csv,Operator,is tracked by,OperatorTenderHistory,OperatorTenderHistory.OperatorID,Operator.OperatorID,one-to-many,Operator->is tracked by->OperatorTenderHistory,Operator->one-to-many->OperatorTenderHistory,,,,,,
Logical_06210_Access control overrides.csv,Operator,authorizes / is authorized by,RetailTransactionLineItemResourceOverride,RetailTransactionLineItemResourceOverride.OperatorID,Operator.OperatorID,one-to-many,Operator->authorizes / is authorized by->RetailTransactionLineItemResourceOverride,Operator->one-to-many->RetailTransactionLineItemResourceOverride,,,,,,
Logical_02410_Control Transaction Sign On Off View.csv,Operator,is assigned,Session,Session.OperatorID,Operator.OperatorID,one-to-many,Operator->is assigned->Session,Operator->one-to-many->Session,,,,,,
Logical_02440_Control Transaction Voids View.csv,Operator,participates in,Session,Session.OperatorID,Operator.OperatorID,one-to-many,Operator->participates in->Session,Operator->one-to-many->Session,,,,,,
Logical_03100_Reporting Store Operations Macro View.csv,Operator,participates in,Session,Session.OperatorID,Operator.OperatorID,one-to-many,Operator->participates in->Session,Operator->one-to-many->Session,,,,,,
Logical_03150_Reporting Store Operations Operator View.csv,Operator,is tracked by,Session,Session.OperatorID (FK),Operator.OperatorID (PK),one-to-many,Operator->is tracked by->Session,Operator->one-to-many->Session,,,,,,
Logical_02410_Control Transaction Sign On Off View.csv,Operator,is assigned,TillOperatorAssignment,TillOperatorAssignment.OperatorID,Operator.OperatorID,one-to-many,Operator->is assigned->TillOperatorAssignment,Operator->one-to-many->TillOperatorAssignment,,,,,,
Logical_03150_Reporting Store Operations Operator View.csv,Operator,participates in,TillOperatorAssignment,TillOperatorAssignment.OperatorID (FK),Operator.OperatorID (PK),one-to-many,Operator->participates in->TillOperatorAssignment,Operator->one-to-many->TillOperatorAssignment,,,,,,
Logical_11150_Worker Time Punch View.csv,Operator,approves,TimePunchApproval,TimePunchApproval.OperatorID,Operator.OperatorID,one-to-zero_or_many,Operator->approves->TimePunchApproval,Operator->one-to-zero_or_many->TimePunchApproval,,,,,,
Logical_02410_Control Transaction Sign On Off View.csv,Operator,is assigned via,WorkerOperatorAssignment,WorkerOperatorAssignment.OperatorID,Operator.OperatorID,one-to-many,Operator->is assigned via->WorkerOperatorAssignment,Operator->one-to-many->Operator,,,,,,
Logical_11130_Worker Access Control View.csv,Operator,is assigned via,WorkerOperatorAssignment,WorkerOperatorAssignment.OperatorID,Operator.OperatorID,one-to-many,Operator->is assigned via->WorkerOperatorAssignment,Operator->one-to-many->WorkerOperatorAssignment,,,,,,
Logical_11140_Worker Retail Transaction View.csv,Operator,is assigned via,WorkerOperatorAssignment,unknown,unknown,one-to-many,Operator->is assigned via->WorkerOperatorAssignment,Operator->one-to-many->WorkerOperatorAssignment,,,,,,
Logical_11160_Worker Reporting View.csv,Operator,is assigned via,WorkerOperatorAssignment,WorkerOperatorAssignment.OperatorID,Operator.OperatorID,one-to-many,Operator->is assigned via->WorkerOperatorAssignment,Operator->one-to-many->WorkerOperatorAssignment,,,,,,
Logical_06210_Access control rules.csv,OperatorBusinessUnitAssignment,is assigned,BusinessUnit,OperatorBusinessUnitAssignment.BusinessUnitID,BusinessUnit.BusinessUnitID,many-to-one,OperatorBusinessUnitAssignment->is assigned->BusinessUnit,OperatorBusinessUnitAssignment->many-to-one->BusinessUnit,,,,,,
"Logical_10120_Enterprise Location, Workstation, Operator, Till view.csv",OperatorBusinessUnitAssignment,is assigned,BusinessUnit,OperatorBusinessUnitAssignment.BusinessUnitID,BusinessUnit.BusinessUnitID,many-to-one,OperatorBusinessUnitAssignment->is assigned->BusinessUnit,OperatorBusinessUnitAssignment->many-to-one->BusinessUnit,,,,,,
Logical_06210_Access control rules.csv,OperatorBusinessUnitAssignment,is assigned to,Operator,OperatorBusinessUnitAssignment.OperatorID,Operator.OperatorID,many-to-one,OperatorBusinessUnitAssignment->is assigned to->Operator,OperatorBusinessUnitAssignment->many-to-one->Operator,,,,,,
"Logical_10120_Enterprise Location, Workstation, Operator, Till view.csv",OperatorBusinessUnitAssignment,is assigned,Operator,OperatorBusinessUnitAssignment.OperatorID,Operator.OperatorID,many-to-one,OperatorBusinessUnitAssignment->is assigned->Operator,OperatorBusinessUnitAssignment->many-to-one->Operator,,,,,,
Logical_06210_Access control rules.csv,OperatorGroup,may be assigned to,Operator,OperatorGroup.OperatorID,Operator.OperatorID,many-to-one,OperatorGroup->may be assigned to->Operator,OperatorGroup->many-to-one->Operator,,,,,,
Logical_11130_Worker Access Control View.csv,OperatorGroup,may be assigned to,Operator,Operator.OperatorGroupID,OperatorGroup.OperatorGroupID,zero_or_one-to-many,OperatorGroup->may be assigned to->Operator,OperatorGroup->zero_or_one-to-many->Operator,,,,,,
Logical_06210_Access control rules.csv,OperatorGroup,may be assigned to,WorkGroup,OperatorGroup.WorkGroupID,WorkGroup.WorkGroupID,many-to-one,OperatorGroup->may be assigned to->WorkGroup,OperatorGroup->many-to-one->WorkGroup,,,,,,
Logical_11130_Worker Access Control View.csv,OperatorGroup,classifes,WorkGroup,unknown,unknown,zero_or_one-to-one,OperatorGroup->classifes->WorkGroup,OperatorGroup->zero_or_one-to-one->WorkGroup,,,,,,
Logical_03120_Reporting Store Operations Period View.csv,OperatorHistory,is tracked by,Operator,OperatorHistory.OperatorID,Operator.OperatorID,many-to-one,OperatorHistory->is tracked by->Operator,OperatorHistory(1..*)->Operator(1..1),,,,,,
Logical_03150_Reporting Store Operations Operator View.csv,OperatorHistory,may include,OperatorTenderHistory,"OperatorTenderHistory.OperatorID (FK),OperatorTenderHistory.ReportingPeriodID (FK)","OperatorHistory.OperatorID (PK),OperatorHistory.ReportingPeriodID (PK)",one-to-zero-or-many,OperatorHistory->may include->OperatorTenderHistory,OperatorHistory->one-to-zero-or-many->OperatorTenderHistory,,,,,,
Logical_03000_Reporting Macro View.csv,OperatorHistory,delineates,ReportingPeriod,OperatorHistory.ReportingPeriodID,ReportingPeriod.ReportingPeriodID,many-to-one,OperatorHistory->delineates->ReportingPeriod,OperatorHistory->many-to-one->ReportingPeriod,,,,,,
Logical_03120_Reporting Store Operations Period View.csv,OperatorHistory,delindates,ReportingPeriod,OperatorHistory.ReportingPeriodID,ReportingPeriod.ReportingPeriodID,many-to-one,OperatorHistory->delindates->ReportingPeriod,OperatorHistory(1..*)->ReportingPeriod(1..1),,,,,,
Logical_05400_Taxation Reporting View Tax Rule Reference.csv,OperatorHistory,includes,TaxRateRule,OperatorHistory.TaxRateRuleSequenceNumber,TaxRateRule.TaxRateRuleSequenceNumber,many-to-one,OperatorHistory->includes->TaxRateRule,OperatorHistory->many-to-one->TaxRateRule,,,,,,
Logical_06210_Access control rules.csv,OperatorResourceAccess,is accessed by,Operator,OperatorResourceAccess.OperatorID,Operator.OperatorID,many-to-one,OperatorResourceAccess->is accessed by->Operator,OperatorResourceAccess->many-to-one->Operator,,,,,,
Logical_06210_Access control rules.csv,OperatorResourceAccess,is accessed by,Resource,OperatorResourceAccess.ResourceID,Resource.ResourceID,many-to-one,OperatorResourceAccess->is accessed by->Resource,OperatorResourceAccess->many-to-one->Resource,,,,,,
Logical_06210_Access control rules.csv,OperatorSecurityHint,answers,SecurityHintQuestion,OperatorSecurityHint.SecurityHintQuestionID,SecurityHintQuestion.SecurityHintQuestionID,many-to-one,OperatorSecurityHint->answers->SecurityHintQuestion,OperatorSecurityHint->many-to-one->SecurityHintQuestion,,,,,,
Logical_03000_Reporting Macro View.csv,OperatorTaxHistory,may include,OperatorHistory,OperatorTaxHistory.OperatorID,OperatorHistory.OperatorID,many-to-one,OperatorTaxHistory->may include->OperatorHistory,OperatorTaxHistory->many-to-one->OperatorHistory,,,,,,
Logical_03120_Reporting Store Operations Period View.csv,OperatorTaxHistory,may include,OperatorHistory,OperatorTaxHistory.(OperatorID, ReportingPeriodID),OperatorHistory.(OperatorID, ReportingPeriodID),many-to-one,OperatorTaxHistory->may include->OperatorHistory,OperatorTaxHistory(0..*)->OperatorHistory(1..1),,,,
Logical_05000_Taxation Macro View.csv,OperatorTaxHistory,is summarized in,Party,OperatorTaxHistory.OperatorID,Party.PartyID,many-to-one,OperatorTaxHistory->is summarized in->Party,OperatorTaxHistory->many-to-one->Party,,,,,,
Logical_03000_Reporting Macro View.csv,OperatorTaxHistory,delineates,ReportingPeriod,OperatorTaxHistory.ReportingPeriodID,ReportingPeriod.ReportingPeriodID,many-to-one,OperatorTaxHistory->delineates->ReportingPeriod,OperatorTaxHistory->many-to-one->ReportingPeriod,,,,,,
Logical_03120_Reporting Store Operations Period View.csv,OperatorTaxHistory,may include,Tender,OperatorTaxHistory.(TaxGroupRuleID, TaxRateRuleSequenceNumber),Tender.(TaxGroupRuleID, Tender.TaxRateRuleSequenceNumber),many-to-one,OperatorTaxHistory->may include->Tender,OperatorTaxHistory(0..*)->Tender(1..1),,,,
Logical_03120_Reporting Store Operations Period View.csv,OperatorTenderHistory,may include,OperatorHistory,OperatorTenderHistory.(OperatorID, ReportingPeriodID),OperatorHistory.(OperatorID, ReportingPeriodID),many-to-one,OperatorTenderHistory->may include->OperatorHistory,OperatorTenderHistory(0..*)->OperatorHistory(1..1),,,,
Logical_03120_Reporting Store Operations Period View.csv,OperatorTenderHistory,may include,Tender,OperatorTenderHistory.OperatorTender,Tender.TenderTypeID,many-to-one,OperatorTenderHistory->may include->Tender,OperatorTenderHistory(0..*)->Tender(1..1),,,,,,
Logical_03150_Reporting Store Operations Operator View.csv,OperatorTenderHistory,is tracked by,Tender,OperatorTenderHistory.TenderTypeCode (FK),Tender.TenderTypeCode (PK),many-to-one,OperatorTenderHistory->is tracked by->Tender,OperatorTenderHistory->many-to-one->Tender,,,,,,
Logical_02100_Item Inventory Macro View.csv,OrderDocument,is_a,InventoryControlDocument,OrderDocument.InventoryControlDocumentID,InventoryControlDocument.InventoryControlDocumentID,one-to-one,OrderDocument->is_a->InventoryControlDocument,OrderDocument->one-to-one->InventoryControlDocument,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,Organization,may be a,Customer,Customer.OrganizationID,Organization.OrganizationID,one-to-zero-or-one,Organization->may be a->Customer,Organization->one-to-zero-or-one->Customer,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,Organization,is described by,OrganizationAttributeValue,OrganizationAttributeValue.PartyID,Organization.PartyID,one-to-zero-or-many,Organization->is described by->OrganizationAttributeValue,Organization->one-to-zero-or-many->OrganizationAttributeValue,,,,,,
Logical_02341_Retail Transaction Change for Charities.csv,Organization,is a,Party,Organization.PartyID,Party.PartyID,many-to-one,Organization->is a->Party,Organization->many-to-one->Party,,,,,,
Logical_07042_Customer Wallet Share.csv,Organization,is a,Party,Organization.PartyID,Party.PartyID,one-to-zero-or-one,Organization->is a->Party,Organization->one-to-zero-or-one->Party,,,,,,
Logical_07010_Customer Information_Extended View.csv,OrganizationAttributeValue,defines type of,AttributeType,OrganizationAttributeValue.AttributeTypeID,AttributeType.AttributeTypeID,many-to-one,OrganizationAttributeValue->defines type of->AttributeType,OrganizationAttributeValue->many-to-one->AttributeType,,,,,,
Logical_07010_Customer Information_Extended View.csv,OrganizationAttributeValue,is described by,AttributeValue,OrganizationAttributeValue.AttributeValueID,AttributeValue.AttributeValueID,many-to-one,OrganizationAttributeValue->is described by->AttributeValue,OrganizationAttributeValue->many-to-one->AttributeValue,,,,,,
Logical_07010_Customer Information_Extended View.csv,OrganizationAttributeValue,is owned by,Party,OrganizationAttributeValue.PartyID,Party.PartyID,many-to-one,OrganizationAttributeValue->is owned by->Party,OrganizationAttributeValue->many-to-one->Party,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,OrganizationSegment,characterizes,KeyOrganizationCustomerCompositeSegment,KeyOrganizationCustomerCompositeSegment.OrganizationSegmentID,OrganizationSegment.OrganizationSegmentID,one-to-zero-or-many,OrganizationSegment->characterizes->KeyOrganizationCustomerCompositeSegment,OrganizationSegment->one-to-zero-or-many->KeyOrganizationCustomerCompositeSegment,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,OrganizationSegmentType,validates,OrganizationSegment,OrganizationSegment.OrganizationSegmentClassifierCode,OrganizationSegmentType.OrganizationSegmentClassifierCode,one-to-zero-or-many,OrganizationSegmentType->validates->OrganizationSegment,OrganizationSegmentType->one-to-zero-or-many->OrganizationSegment,,,,,,
Logical_02130_Item Inventory Receiving View.csv,PackageType,classifies_term_of,ContainerType,ContainerType.PackageTypeCode,PackageType.PackageTypeCode,one-to-many,PackageType->classifies_term_of->ContainerType,PackageType->one-to-many->ContainerType,,,,,,
Logical_07602_Customer Order Delivery.csv,PackageTypeShapeAssignment,defines,PackageType,PackageTypeShapeAssignment.PackageTypeCode,PackageType.PackageTypeCode,many-to-one,PackageTypeShapeAssignment->defines->PackageType,PackageTypeShapeAssignment->many-to-one->PackageType,,,,,,
Logical_07602_Customer Order Delivery.csv,PackageTypeShapeAssignment,classifies form of,PackagingShape,PackageTypeShapeAssignment.PackagingShapeCode,PackagingShape.PackagingShapeCode,many-to-one,PackageTypeShapeAssignment->classifies form of->PackagingShape,PackageTypeShapeAssignment->many-to-one->PackagingShape,,,,,,
Logical_02130_Item Inventory Receiving View.csv,PackagingFormCode,defines,ContainerType,ContainerType.UCCPackagingFormCode,PackagingFormCode.UCCPackagingFormCode,zero-or-one-to-many,PackagingFormCode->defines->ContainerType,PackagingFormCode->zero-or-one-to-many->ContainerType,,,,,,
Logical_02130_Item Inventory Receiving View.csv,PackagingMaterialCode,defines,ContainerType,ContainerType.UCCPackagingMaterialCode,PackagingMaterialCode.UCCPackagingMaterialCode,zero-or-one-to-many,PackagingMaterialCode->defines->ContainerType,PackagingMaterialCode->zero-or-one-to-many->ContainerType,,,,,,
Logical_02130_Item Inventory Receiving View.csv,PackagingShape,classifies_shape_of,ContainerType,ContainerType.PackagingShapeCode,PackagingShape.PackagingShapeCode,one-to-many,PackagingShape->classifies_shape_of->ContainerType,PackagingShape->one-to-many->ContainerType,,,,,,
Logical_02100_Item Inventory Macro View.csv,PackingSlip,is_a,InventoryControlDocument,PackingSlip.InventoryControlDocumentID,InventoryControlDocument.InventoryControlDocumentID,one-to-one,PackingSlip->is_a->InventoryControlDocument,PackingSlip->one-to-one->InventoryControlDocument,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,Party,describes,Anonymous,Anonymous.PartyID,Party.PartyID,one-to-zero-or-one,Party->describes->Anonymous,Party->one-to-zero-or-one->Anonymous,,,,,,
Logical_02340_Retail Transaction Shipping View.csv,Party,may be a,Consumer,Consumer.PartyID,Party.PartyID,one-to-zero-or-one,Party->may be a->Consumer,Party->one-to-zero-or-one->Consumer,,,,,,
Logical_05050_Taxation Registration and Certification view.csv,Party,may be a,Consumer,Consumer.PartyID,Party.PartyID,one-to-zero-or-one,Party->may be a->Consumer,Party->one-to-zero-or-one->Consumer,,,,,,
Logical_06330_Party Identification View.csv,Party,may be a,Consumer,Consumer.PartyID,Party.PartyID,one-to-many,Party->may be a->Consumer,Party->one-to-many->Consumer,,,,,,
Logical_07017_Consumer-Customer Lifecycle Context view.csv,Party,may be a,Consumer,Consumer.PartyID,Party.PartyID,zero-or-one-to-one,Party->may be a->Consumer,Party->zero-or-one-to-one->Consumer,,,,,,
Logical_05050_Taxation Registration and Certification view.csv,Party,may be a,Customer,Customer.PartyID,Party.PartyID,one-to-zero-or-one,Party->may be a->Customer,Party->one-to-zero-or-one->Customer,,,,,,
Logical_06330_Party Identification View.csv,Party,may be a,Customer,Customer.PartyID,Party.PartyID,one-to-many,Party->may be a->Customer,Party->one-to-many->Customer,,,,,,
Logical_07017_Consumer-Customer Lifecycle Context view.csv,Party,is a party to,Customer,Customer.PartyID,Party.PartyID,zero-or-one-to-one,Party->is a party to->Customer,Party->zero-or-one-to-one->Party,,,,,,
Logical_07020 - Enterprise Anonymous Customer.csv,Party,is_a,Customer,Customer.PartyID,Party.PartyID,one-to-zero-or-one,Party->is_a->Customer,Party->one-to-zero-or-one->Customer,,,,,,
Logical_07000_Core Customer View.csv,Party,is known by,Household,Household.PartyID,Party.PartyID,one-to-zero-or-one,Party->is known by->Household,Party->one-to-zero-or-one->Household,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,Party,describes,Household,Household.PartyID,Party.PartyID,one-to-zero-or-one,Party->describes->Household,Party->one-to-zero-or-one->Household,,,,,,
Logical_01010_Item Description Subtype.csv,Party,issues,ItemLot,ItemLot.IssuedByPartyID,Party.PartyID,one-to-many,Party->issues->ItemLot,Party->one-to-many->ItemLot,,,,,,
Logical_21000_Fresh Item Management Macro View.csv,Party,issued by,ItemLot,ItemLot.IssuedByPartyID,Party.PartyID,one-to-many,Party->issued by->ItemLot,Party->one-to-many->ItemLot (1 to 0..*),,,,,,
Logical_21000_Fresh Item Management Macro View.csv,Party,issues,ItemTraceableUnit,ItemTraceableUnit.IssuedByPartyID,Party.PartyID,one-to-many,Party->issues->ItemTraceableUnit,Party->one-to-many->ItemTraceableUnit (1 to 0..*),,,,,,
Logical_07017_Consumer-Customer Lifecycle Context view.csv,Party,may be a,KeyCustomer,KeyCustomer.PartyID,Party.PartyID,zero-or-one-to-one,Party->may be a->KeyCustomer,Party->zero-or-one-to-one->KeyCustomer,,,,,,
Logical_05050_Taxation Registration and Certification view.csv,Party,is based on,Organization,Organization.PartyID,Party.PartyID,many-to-zero-or-one,Party->is based on->Organization,Party->many-to-zero-or-one->Organization,,,,,,
Logical_06330_Party Identification View.csv,Party,is_a,Organization,Organization.PartyID,Party.PartyID,one-to-zero-or-one,Party->is_a->Organization,Party->one-to-zero-or-one->Organization,,,,,,
Logical_07000_Core Customer View.csv,Party,is known by,Organization,Organization.PartyID,Party.PartyID,one-to-zero-or-one,Party->is known by->Organization,Party->one-to-zero-or-one->Organization,,,,,,
Logical_07020 - Enterprise Anonymous Customer.csv,Party,may_be_a,Organization,Organization.PartyID,Party.PartyID,one-to-zero-or-one,Party->may_be_a->Organization,Party->one-to-zero-or-one->Organization,,,,,,
Logical_07000_Core Customer View.csv,Party,is affiliated via,PartyAffiliation,PartyAffiliation.PartyID,Party.PartyID,one-to-many,Party->is affiliated via->PartyAffiliation,Party->one-to-many->PartyAffiliation,,,,,,
Logical_07000_Core Customer View.csv,Party,is affiliated via,PartyAffiliation,PartyAffiliation.SubPartyID,Party.PartyID,one-to-many,Party->is affiliated via->PartyAffiliation,Party->one-to-many->PartyAffiliation,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,Party,is affiliated with,PartyAffiliation,PartyAffiliation.PartyID,Party.PartyID,one-to-zero-or-many,Party->is affiliated with->PartyAffiliation,Party->one-to-zero-or-many->PartyAffiliation,,,,,,
Logical_07015_Customer Lifecycle and Registration.csv,Party,acts in,PartyRole,PartyRoleAssignment.PartyID;PartyRoleAssignment.PartyRoleTypeCode,Party.PartyID;PartyRole.PartyRoleTypeCode,many-to-many_through_PartyRoleAssignment,Party->acts in->PartyRole,Party->many-to-many_through_PartyRoleAssignment->PartyRole,,,,,,
Logical_05050_Taxation Registration and Certification view.csv,Party,acts in,PartyRoleAssignment,PartyRoleAssignment.PartyID,Party.PartyID,one-to-many,Party->acts in->PartyRoleAssignment,Party->one-to-many->PartyRoleAssignment,,,,,,
Logical_05100_Taxation Rule View.csv,Party,acts in,PartyRoleAssignment,PartyRoleAssignment.PartyID,Party.PartyID,one-to-many,Party->acts in->PartyRoleAssignment,Party->one-to-many->PartyRoleAssignment,,,,,,
Logical_06330_Party Identification View.csv,Party,acts in,PartyRoleAssignment,PartyRoleAssignment.PartyID,Party.PartyID,one-to-many,Party->acts in->PartyRoleAssignment,Party->one-to-many->PartyRoleAssignment,,,,,,
Logical_07000_Core Customer View.csv,Party,sets in,PartyRoleAssignment,PartyRoleAssignment.PartyID,Party.PartyID,one-to-many,Party->sets in->PartyRoleAssignment,Party->one-to-many->PartyRoleAssignment,,,,,,
Logical_07017_Consumer-Customer Lifecycle Context view.csv,Party,acts in,PartyRoleAssignment,PartyRoleAssignment.PartyID,Party.PartyID,one-to-many,Party->acts in->PartyRoleAssignment,Party->one-to-many->PartyRoleAssignment,,,,,,
Logical_07020 - Enterprise Anonymous Customer.csv,Party,acts_in,PartyRoleAssignment,PartyRoleAssignment.PartyID,Party.PartyID,one-to-zero-or-many,Party->acts_in->PartyRoleAssignment,Party->one-to-zero-or-many->PartyRoleAssignment,,,,,,
Logical_07030 - Customer Segment Independent Characteristics.csv,Party,assigns,PartyRoleAssignment,PartyRoleAssignment.PartyID,Party.PartyID,one-to-zero-or-many,Party->assigns->PartyRoleAssignment,Party->one-to-zero-or-many->PartyRoleAssignment,,,,,,
Logical_10108_Enterprise Physical Locations View.csv,Party,acts in,PartyRoleAssignment,PartyRoleAssignment.PartyID,Party.PartyID,one-to-many,Party->acts in->PartyRoleAssignment,Party->one-to-zero-or-more->PartyRoleAssignment,,,,,,
Logical_10110_Enterprise Location Retailer Organization View.csv,Party,acts in,PartyRoleAssignment,PartyRoleAssignment.PartyID,Party.PartyID,one-to-many,Party->acts in->PartyRoleAssignment,Party->one-to-many->PartyRoleAssignment,,,,,,
Logical_02340_Retail Transaction Shipping View.csv,Party,PartyRoleTypeCode,PartyRoleType,Party.PartyRoleTypeCode,PartyRoleType.PartyRoleTypeCode,many-to-one,Party->PartyRoleTypeCode->PartyRoleType,Party->many-to-one->PartyRoleType,,,,,,
Logical_06315_Party Person Names View.csv,Party,PartyType,PartyType,Party.PartyTypeCode,PartyType.PartyTypeCode,many-to-one,Party->PartyType->PartyType,Party->many-to-one->PartyType,,,,,,
Logical_07010_Customer Information_Extended View.csv,Party,is,PartyType,Party.PartyTypeID,PartyType.PartyTypeID,many-to-one,Party->is->PartyType,Party->many-to-one->PartyType,,,,,,
Logical_07602_Customer Order Delivery.csv,Party,is a,PartyType,Party.PartyTypeCode,PartyType.PartyTypeCode,many-to-one,Party->is a->PartyType,Party->many-to-one->PartyType,,,,,,
Logical_11100_Worker Macro View.csv,Party,PartyType,PartyType,Party.PartyTypeID,PartyType.PartyTypeID,one-to-one,Party->PartyType->PartyType,Party->one-to-one->PartyType,,,,,,
Logical_05050_Taxation Registration and Certification view.csv,Party,is based on,Person,Person.PersonPartyID,Party.PartyID,many-to-zero-or-one,Party->is based on->Person,Party->many-to-zero-or-one->Person,,,,,,
Logical_06330_Party Identification View.csv,Party,is_a,Person,Person.PersonPartyID,Party.PartyID,one-to-zero-or-one,Party->is_a->Person,Party->one-to-zero-or-one->Person,,,,,,
Logical_07000_Core Customer View.csv,Party,is known by,Person,Person.PersonPartyID,Party.PartyID,one-to-zero-or-one,Party->is known by->Person,Party->one-to-zero-or-one->Person,,,,,,
Logical_07020 - Enterprise Anonymous Customer.csv,Party,may_be_a,Person,Person.PartyID,Party.PartyID,one-to-zero-or-one,Party->may_be_a->Person,Party->one-to-zero-or-one->Person,,,,,,
Logical_05050_Taxation Registration and Certification view.csv,Party,holds,TaxAuthority,TaxAuthority.PartyRoleAssignmentID,PartyRoleAssignment.PartyRoleAssignmentID,one-to-zero-or-one,Party->holds->TaxAuthority,Party->one-to-zero-or-one->TaxAuthority,,,,,,
Logical_05050_Taxation Registration and Certification view.csv,Party,is issued by,TaxCertificate,TaxCertificate.IssuedByPartyID,Party.PartyID,one-to-many,Party->is issued by->TaxCertificate,Party->one-to-many->TaxCertificate,,,,,,
Logical_05050_Taxation Registration and Certification view.csv,Party,holds,TaxRegistration,TaxRegistration.IssuedToPartyID,Party.PartyID,one-to-many,Party->holds->TaxRegistration,Party->one-to-many->TaxRegistration,,,,,,
Logical_02341_Retail Transaction Change for Charities.csv,PartyAffiliation,is affiliated via,Party,PartyAffiliation.PartyID,Party.PartyID,many-to-one,PartyAffiliation->is affiliated via->Party,PartyAffiliation->many-to-one->Party,,,,,,
